
extDB3: https://bitbucket.org/torndeco/extdb3/wiki/Home
extDB3: Version: 1.031
extDB3: Windows Version
Message: All development for extDB3 is done on a Linux Dedicated Server
Message: If you would like to Donate to extDB3 Development
Message: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2SUEFTGABTAM2
Message: Also leave a message if there is any particular feature you would like to see added.
Message: Thanks for all the people that have donated.
Message: Torndeco: 18/05/15


extDB3: Found extdb3-conf.ini
extDB3: Detected 8 Cores, Setting up 6 Worker Threads
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...


[16:00:56:147754 +02:00] [Thread 6408] extDB3: MariaDBConnectorException: altislife: Access denied for user 'root'@'localhost' (using password: YES)
[16:01:42:536070 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:09:201895 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:09:551674 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:09:639018 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:09:901670 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:10:992476 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:05:11:252140 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:11:272215 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:11:974067 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:12:390212 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:12:585760 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:13:000013 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:05:13:236539 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:05:13:519241 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:13:650610 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:14:047608 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:14:198068 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:14:480785 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:14:568997 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:14:960001 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:15:987804 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:05:16:270494 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:16:314633 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:17:038589 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:17:406527 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:17:579997 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:18:037211 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:05:18:238720 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:05:18:479380 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:18:654877 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:19:048877 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:19:181269 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:19:552251 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:19:925293 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:19:991450 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:21:021374 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:05:21:288876 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:21:727070 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:22:438898 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:22:553218 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:23:185942 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:05:23:340416 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:05:23:427602 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:23:689286 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:24:082343 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:24:192634 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:24:563585 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:24:825225 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:05:25:021847 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:25:239350 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:26:003450 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:05:26:245042 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:26:945975 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:27:423186 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:27:597603 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:28:169175 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:05:28:389746 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:28:571277 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:05:28:650467 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:05:28:744749 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:29:072564 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:29:203904 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:29:552867 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:30:028083 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:30:419131 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:30:550510 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:30:852309 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:31:022683 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:05:32:046306 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:32:622117 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:33:141479 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:05:33:333865 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:33:769069 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:33:812565 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:05:34:072892 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:34:205205 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:34:558188 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:35:130703 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:35:241024 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:05:36:039131 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:05:36:560534 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:36:931475 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:37:019694 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:37:437839 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:05:37:613308 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:38:137737 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:05:38:291103 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:38:792005 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:39:075242 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:39:141384 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:05:39:205515 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:39:468217 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198103551362'
[16:05:39:555456 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:40:122119 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:40:252310 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:05:41:615887 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:42:230593 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:42:630625 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:42:739895 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:43:222293 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:43:244246 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:43:308419 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:43:440804 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:43:789791 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:44:051410 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:44:262037 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:44:547771 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:45:181454 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:45:356892 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:05:45:663705 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:05:46:669400 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:47:200864 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:47:660069 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:48:228513 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:48:869010 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:48:896251 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:49:064723 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:49:064861 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:49:239210 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:05:49:542066 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:50:176689 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:50:416357 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:05:50:635975 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:05:51:726821 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:52:227115 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:52:662298 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:53:182618 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:53:836407 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:53:988871 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198278888367'
[16:05:54:031939 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:05:54:032076 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:54:556350 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:05:55:190000 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:05:55:642355 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
