
extDB3: https://bitbucket.org/torndeco/extdb3/wiki/Home
extDB3: Version: 1.031
extDB3: Windows Version
Message: All development for extDB3 is done on a Linux Dedicated Server
Message: If you would like to Donate to extDB3 Development
Message: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2SUEFTGABTAM2
Message: Also leave a message if there is any particular feature you would like to see added.
Message: Thanks for all the people that have donated.
Message: Torndeco: 18/05/15


extDB3: Found extdb3-conf.ini
extDB3: Detected 8 Cores, Setting up 6 Worker Threads
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...


[04:00:57:369226 +02:00] [Thread 16820] extDB3: MariaDBConnectorException: altislife: Can't connect to MySQL server on '127.0.0.1' (0)
[04:20:09:263611 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198247472190'
[04:39:48:356918 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:39:53:367637 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:39:58:295151 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:40:03:301123 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:40:08:322542 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:42:37:818267 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:42:38:362704 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:42:43:960538 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:42:49:057130 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:42:54:092526 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:42:59:076814 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:04:129243 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:09:024120 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:14:015454 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:18:983673 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:23:944871 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:28:936127 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:33:903332 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:38:876730 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:43:792801 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:48:741994 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:43:53:752389 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:25:564863 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:26:025070 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:31:258778 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:36:269096 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:41:207251 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:46:191476 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:51:159699 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:55:56:127931 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:01:175700 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:06:227087 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:11:269501 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:16:290890 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:21:382383 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:26:438908 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:31:430169 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:36:481612 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:41:537066 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:46:571438 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:51:605834 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:56:56:649240 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:01:711779 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:06:730032 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:11:769486 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:16:777804 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:21:846405 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:27:812004 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:32:859430 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:37:900843 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:42:951056 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:47:834463 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:52:883874 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:57:57:918308 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:58:02:941603 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:58:07:966029 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[04:58:12:875038 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198072844380'
[06:22:37:233448 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:22:38:089649 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:22:44:244090 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:22:49:316703 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:22:54:257702 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:22:59:245995 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:04:203215 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:09:146319 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:14:117359 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:19:052517 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:23:975559 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:28:944888 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:33:897042 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:38:833143 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:43:781353 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:48:757596 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:54:573760 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:23:59:570369 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:04:790262 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:10:440253 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:15:560905 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:20:615388 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:25:735003 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:30:729247 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:35:782722 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:40:996636 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:46:113194 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:51:068420 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:24:56:011610 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:00:960713 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:06:058338 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:21:940582 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:22:356688 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:27:781687 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:32:726849 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:37:658926 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:42:584039 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:47:510293 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:52:463405 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:25:57:404529 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:02:363676 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:07:289774 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:12:224550 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:17:164772 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:22:108943 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:27:074344 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:31:993240 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:36:944422 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:41:899599 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:46:862874 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:51:794971 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:26:56:731084 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:27:01:664180 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:27:06:600373 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:27:11:530529 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:27:16:464702 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:30:345835 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:30:741886 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:36:159318 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:41:117562 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:46:067675 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:51:027103 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:31:55:981304 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:00:907373 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:05:886372 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:10:812531 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:15:772630 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:20:734015 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:25:676103 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:30:629290 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:35:557438 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:40:506619 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:45:444749 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:50:450024 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:32:55:317993 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[06:33:00:251162 +02:00] [Thread 16820] extDB3: Error Unknown Protocol: 5427  Input String: 2:5427:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
